yields.id,genus,species,sitename,lat,lon,fertilizer_n,irrigated,planting_year,year,stand_age,planting_density,yield
17016,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1986,3,20000,13.2
17017,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1986,3,40000,0
17018,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1987,4,5000,8.3
17019,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1987,4,10000,8.6
17020,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1987,4,20000,14.8
17021,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1987,4,40000,11.9
17022,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1988,5,5000,10.1
17023,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1988,5,10000,13.6
17024,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1988,5,20000,14.6
17025,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1988,5,40000,14
17026,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1989,6,5000,10.7
17027,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1989,6,10000,11.5
17028,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1989,6,20000,11.8
17029,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1989,6,40000,11.8
17030,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1990,7,5000,13.2
17031,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1990,7,10000,13.5
17032,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1990,7,20000,13.5
17033,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1990,7,40000,14.3
17034,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,0,FALSE,1988,1991,3,NA,2.7
17035,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,0,FALSE,1988,1991,3,NA,2.2
17036,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1991,8,5000,8.6
17037,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1991,8,10000,12
17038,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1991,8,20000,10
17039,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1991,8,40000,11.3
17040,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,0,FALSE,1988,1992,4,NA,4.9
17041,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,0,FALSE,1988,1992,4,NA,4.4
17042,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1992,9,5000,6.3
17043,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1992,9,10000,6.2
17044,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1992,9,20000,6
17045,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1992,9,40000,6.4
17046,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,0,FALSE,1988,1993,5,NA,7.8
17047,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,0,FALSE,1988,1993,5,NA,6
17048,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1993,10,5000,7.4
17049,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1993,10,10000,6.8
17050,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1993,10,20000,9.7
17051,Miscanthus,Miscanthus x giganteus,Hornum,56.84,9.42,85,FALSE,1983,1993,10,40000,8.9
2306,Miscanthus,Miscanthus x giganteus,Cervia,44.13,12.18,50,FALSE,1991,Oct-92,1,38000,31
2307,Miscanthus,Miscanthus x giganteus,Cervia,44.13,12.18,50,FALSE,1991,Jan-93,2,38000,22
2308,Miscanthus,Miscanthus x giganteus,Cervia,44.13,12.18,50,FALSE,1991,Mar-93,2,38000,24
2309,Miscanthus,Miscanthus x giganteus,Cervia,44.13,12.18,50,FALSE,1991,Oct-93,2,38000,31
17008,Miscanthus,Miscanthus x giganteus,Cervia,44.13,12.18,50,FALSE,1991,Jan-94,3,38000,26
17009,Miscanthus,Miscanthus x giganteus,Cervia,44.13,12.18,50,FALSE,1991,Mar-94,3,38000,22
2366,Miscanthus,Miscanthus sacchariflorus,Buckfast Abbey Farm,50.49,-3.78,60,FALSE,1992,1995,3,25000,14.9
2367,Miscanthus,Miscanthus sacchariflorus,Buckfast Abbey Farm,50.49,-3.78,60,FALSE,1992,1996,4,25000,19
2368,Miscanthus,Miscanthus sacchariflorus,Buckfast Abbey Farm,50.49,-3.78,60,FALSE,1992,1997,5,25000,20.2
2369,Miscanthus,Miscanthus sacchariflorus,Buckfast Abbey Farm,50.49,-3.78,60,FALSE,1992,1998,6,25000,16.5
2370,Miscanthus,Miscanthus sacchariflorus,Buckfast Abbey Farm,50.49,-3.78,60,FALSE,1992,1999,7,25000,19.5
2371,Miscanthus,Miscanthus sacchariflorus,Buckfast Abbey Farm,50.49,-3.78,60,FALSE,1992,2000,8,25000,22.2
2372,Miscanthus,Miscanthus sacchariflorus,Buckfast Abbey Farm,50.49,-3.78,60,FALSE,1992,2001,9,25000,17.6
2373,Miscanthus,Miscanthus sacchariflorus,ADAS Bridgets,51.1,-1.27,60,FALSE,1994,1995,1,25000,0.8
2374,Miscanthus,Miscanthus sacchariflorus,ADAS Bridgets,51.1,-1.27,60,FALSE,1994,1996,2,25000,7.9
2375,Miscanthus,Miscanthus sacchariflorus,ADAS Bridgets,51.1,-1.27,60,FALSE,1994,1997,3,25000,15.2
2376,Miscanthus,Miscanthus sacchariflorus,ADAS Bridgets,51.1,-1.27,60,FALSE,1994,1998,4,25000,19.4
2377,Miscanthus,Miscanthus sacchariflorus,ADAS Bridgets,51.1,-1.27,60,FALSE,1994,1999,5,25000,18.1
2378,Miscanthus,Miscanthus sacchariflorus,ADAS Bridgets,51.1,-1.27,60,FALSE,1994,2000,6,25000,23.5
2379,Miscanthus,Miscanthus sacchariflorus,ADAS Bridgets,51.1,-1.27,60,FALSE,1994,2001,7,25000,16.7
2380,Miscanthus,Miscanthus sacchariflorus,ADAS High Mowthrope,54.12,-0.65,60,FALSE,1994,1995,1,25000,0.5
2381,Miscanthus,Miscanthus sacchariflorus,ADAS High Mowthrope,54.12,-0.65,60,FALSE,1994,1996,2,25000,1.7
2382,Miscanthus,Miscanthus sacchariflorus,ADAS High Mowthrope,54.12,-0.65,60,FALSE,1994,1997,3,25000,4.6
2383,Miscanthus,Miscanthus sacchariflorus,ADAS High Mowthrope,54.12,-0.65,60,FALSE,1994,1998,4,25000,8.5
2384,Miscanthus,Miscanthus sacchariflorus,ADAS High Mowthrope,54.12,-0.65,60,FALSE,1994,1999,5,25000,11.5
2385,Miscanthus,Miscanthus sacchariflorus,ADAS High Mowthrope,54.12,-0.65,60,FALSE,1994,2000,6,25000,8.1
2386,Miscanthus,Miscanthus sacchariflorus,ADAS High Mowthrope,54.12,-0.65,60,FALSE,1994,2001,7,25000,16
2387,Miscanthus,Miscanthus sacchariflorus,ADAS Boxworth,52.25,-0.04,60,FALSE,1994,1994,0,25000,0.8
2388,Miscanthus,Miscanthus sacchariflorus,ADAS Boxworth,52.25,-0.04,60,FALSE,1994,1995,1,25000,4.3
2389,Miscanthus,Miscanthus sacchariflorus,ADAS Boxworth,52.25,-0.04,60,FALSE,1994,1996,2,25000,8.3
2390,Miscanthus,Miscanthus sacchariflorus,ADAS Boxworth,52.25,-0.04,60,FALSE,1994,1997,3,25000,16.7
2391,Miscanthus,Miscanthus sacchariflorus,ADAS Boxworth,52.25,-0.04,60,FALSE,1994,1998,4,25000,13.7
2392,Miscanthus,Miscanthus sacchariflorus,ADAS Boxworth,52.25,-0.04,60,FALSE,1994,1999,5,25000,17.8
2393,Miscanthus,Miscanthus sacchariflorus,ADAS Boxworth,52.25,-0.04,60,FALSE,1994,2000,6,25000,17.7
2394,Miscanthus,Miscanthus sacchariflorus,ADAS Gleadthorpe ,53.2,-1.01,60,FALSE,1994,1994,0,25000,0.8
2395,Miscanthus,Miscanthus sacchariflorus,ADAS Gleadthorpe ,53.2,-1.01,60,FALSE,1994,1995,1,25000,2.5
2396,Miscanthus,Miscanthus sacchariflorus,ADAS Gleadthorpe ,53.2,-1.01,60,FALSE,1994,1996,2,25000,4.9
2397,Miscanthus,Miscanthus sacchariflorus,ADAS Gleadthorpe ,53.2,-1.01,60,FALSE,1994,1997,3,25000,13.7
2398,Miscanthus,Miscanthus sacchariflorus,ADAS Gleadthorpe ,53.2,-1.01,60,FALSE,1994,1998,4,25000,12.8
2399,Miscanthus,Miscanthus sacchariflorus,ADAS Gleadthorpe ,53.2,-1.01,60,FALSE,1994,1999,5,25000,12.8
2400,Miscanthus,Miscanthus sacchariflorus,ADAS Gleadthorpe ,53.2,-1.01,60,FALSE,1994,2000,6,25000,10.3
2401,Miscanthus,Miscanthus sacchariflorus,ADAS Arthur Rickwood,52.42,0.11,60,FALSE,1992,1994,2,25000,17.2
2402,Miscanthus,Miscanthus sacchariflorus,ADAS Arthur Rickwood,52.42,0.11,60,FALSE,1992,1995,3,25000,12.1
2403,Miscanthus,Miscanthus sacchariflorus,ADAS Arthur Rickwood,52.42,0.11,60,FALSE,1992,1996,4,25000,17.2
2404,Miscanthus,Miscanthus sacchariflorus,ADAS Arthur Rickwood,52.42,0.11,60,FALSE,1992,1997,5,25000,21.2
2405,Miscanthus,Miscanthus sacchariflorus,ADAS Arthur Rickwood,52.42,0.11,60,FALSE,1992,1998,6,25000,20.7
2406,Miscanthus,Miscanthus sacchariflorus,ADAS Arthur Rickwood,52.42,0.11,60,FALSE,1992,1999,7,25000,23.1
2407,Miscanthus,Miscanthus sacchariflorus,ADAS Arthur Rickwood,52.42,0.11,60,FALSE,1992,2000,8,25000,21.4
2408,Miscanthus,Miscanthus sacchariflorus,ADAS Rosemaund,52.13,-2.64,60,FALSE,1992,1994,2,25000,13.6
2409,Miscanthus,Miscanthus sacchariflorus,ADAS Rosemaund,52.13,-2.64,60,FALSE,1992,1995,3,25000,17
2410,Miscanthus,Miscanthus sacchariflorus,ADAS Rosemaund,52.13,-2.64,60,FALSE,1992,1996,4,25000,17.7
2411,Miscanthus,Miscanthus sacchariflorus,ADAS Rosemaund,52.13,-2.64,60,FALSE,1992,1997,5,25000,17.3
2412,Miscanthus,Miscanthus sacchariflorus,ADAS Rosemaund,52.13,-2.64,60,FALSE,1992,1998,6,25000,24.6
2413,Miscanthus,Miscanthus sacchariflorus,ADAS Rosemaund,52.13,-2.64,60,FALSE,1992,1999,7,25000,17.7
2414,Miscanthus,Miscanthus sacchariflorus,ADAS Rosemaund,52.13,-2.64,60,FALSE,1992,2000,8,25000,20.8
16929,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1993,1,20000,1.88
16930,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1994,2,20000,13.41
16931,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1995,3,20000,24.32
16932,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1996,4,20000,33.2
16933,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1993,1,20000,1.04
16934,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1994,2,20000,4.88
16935,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1995,3,20000,7.15
16936,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1996,4,20000,13.8
16937,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1993,1,20000,4.47
16938,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1994,2,20000,11.86
16939,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1995,3,20000,10.73
16940,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1996,4,20000,19.89
16941,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1993,1,20000,0.202
16942,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1995,3,20000,2.61
16942,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1994,2,20000,2.61
16943,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1995,3,20000,3.8
16944,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1996,4,20000,8.86
16945,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,0,FALSE,1992,1993,1,20000,2.85
16946,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,60,FALSE,1992,1993,1,20000,4.47
16947,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1993,1,20000,4.24
16948,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,180,FALSE,1992,1993,1,20000,4.67
16949,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,0,FALSE,1992,1993,1,20000,0.98
16950,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,60,FALSE,1992,1993,1,20000,1.04
16951,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1993,1,20000,1.86
16952,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,180,FALSE,1992,1993,1,20000,1.23
16953,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,0,FALSE,1992,1994,2,20000,5.67
16954,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,60,FALSE,1992,1994,2,20000,11.86
16955,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1994,2,20000,13.62
16956,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,180,FALSE,1992,1994,2,20000,13.46
16957,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,0,FALSE,1992,1994,2,20000,4.46
16958,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,60,FALSE,1992,1994,2,20000,4.88
16959,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1994,2,20000,8.93
16960,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,180,FALSE,1992,1994,2,20000,8.64
16961,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,0,FALSE,1992,1995,3,20000,4.42
16962,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,60,FALSE,1992,1995,3,20000,10.73
16963,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1995,3,20000,8.21
16964,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,180,FALSE,1992,1995,3,20000,12.3
16965,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,0,FALSE,1992,1995,3,20000,6.73
16966,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,60,FALSE,1992,1995,3,20000,7.15
16967,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,120,FALSE,1992,1995,3,20000,8.48
16968,Miscanthus,Miscanthus x giganteus,Saxony,51.12,13.19,180,FALSE,1992,1995,3,20000,9.96
2883,Miscanthus,Miscanthus x giganteus,Fichtel Mountain,49.99,11.99,80,FALSE,1989,1990,1,20000,0.13
2884,Miscanthus,Miscanthus x giganteus,Fichtel Mountain,49.99,11.99,80,FALSE,1989,1991,2,20000,0.48
2885,Miscanthus,Miscanthus x giganteus,Fichtel Mountain,49.99,11.99,80,FALSE,1989,1992,3,20000,3.68
2886,Miscanthus,Miscanthus x giganteus,Fichtel Mountain,49.99,11.99,80,FALSE,1989,1993,4,20000,9.97
2887,Miscanthus,Miscanthus x giganteus,Niedere Geest,52.8,11.76,80,FALSE,1989,1990,1,20000,0.64
2888,Miscanthus,Miscanthus x giganteus,Niedere Geest,52.8,11.76,80,FALSE,1989,1991,2,20000,4.9
2889,Miscanthus,Miscanthus x giganteus,Niedere Geest,52.8,11.76,80,FALSE,1989,1992,3,20000,9.53
2890,Miscanthus,Miscanthus x giganteus,Niedere Geest,52.8,11.76,80,FALSE,1989,1993,4,20000,13.82
2891,Miscanthus,Miscanthus x giganteus,Ehrendorf,52.61,8.25,80,FALSE,1989,1990,1,20000,2.1
2892,Miscanthus,Miscanthus x giganteus,Ehrendorf,52.61,8.25,80,FALSE,1989,1991,2,20000,3.26
2893,Miscanthus,Miscanthus x giganteus,Ehrendorf,52.61,8.25,80,FALSE,1989,1992,3,20000,12.7
2894,Miscanthus,Miscanthus x giganteus,Ehrendorf,52.61,8.25,80,FALSE,1989,1993,4,20000,17.01
2895,Miscanthus,Miscanthus x giganteus,Gaul-Berg,48.68,10.14,80,FALSE,1989,1990,1,20000,0.5
2896,Miscanthus,Miscanthus x giganteus,Gaul-Berg,48.68,10.14,80,FALSE,1989,1991,2,20000,3.95
2897,Miscanthus,Miscanthus x giganteus,Gaul-Berg,48.68,10.14,80,FALSE,1989,1992,3,20000,22.54
2898,Miscanthus,Miscanthus x giganteus,Gaul-Berg,48.68,10.14,80,FALSE,1989,1993,4,20000,17.85
2899,Miscanthus,Miscanthus x giganteus,Ascherberg,51.79,7.61,80,FALSE,1989,1990,1,20000,1.47
2900,Miscanthus,Miscanthus x giganteus,Ascherberg,51.79,7.61,80,FALSE,1989,1991,2,20000,5.08
2901,Miscanthus,Miscanthus x giganteus,Ascherberg,51.79,7.61,80,FALSE,1989,1992,3,20000,15.2
2902,Miscanthus,Miscanthus x giganteus,Ascherberg,51.79,7.61,80,FALSE,1989,1993,4,20000,18.44
2903,Miscanthus,Miscanthus x giganteus,Sulingen ,52.7,8.81,80,FALSE,1989,1990,1,20000,3.46
2904,Miscanthus,Miscanthus x giganteus,Sulingen ,52.7,8.81,80,FALSE,1989,1991,2,20000,7.01
2905,Miscanthus,Miscanthus x giganteus,Sulingen ,52.7,8.81,80,FALSE,1989,1992,3,20000,8.8
2906,Miscanthus,Miscanthus x giganteus,Sulingen ,52.7,8.81,80,FALSE,1989,1993,4,20000,19.01
2907,Miscanthus,Miscanthus x giganteus,Ehrendorf,52.61,8.25,80,FALSE,1989,1990,1,20000,2.1
2908,Miscanthus,Miscanthus x giganteus,Ehrendorf,52.61,8.25,80,FALSE,1989,1991,2,20000,5.4
2909,Miscanthus,Miscanthus x giganteus,Ehrendorf,52.61,8.25,80,FALSE,1989,1992,3,20000,18.13
2910,Miscanthus,Miscanthus x giganteus,Ehrendorf,52.61,8.25,80,FALSE,1989,1993,4,20000,20.02
2911,Miscanthus,Miscanthus x giganteus,Hallertau,48.63,11.77,80,FALSE,1989,1990,1,20000,0.28
2912,Miscanthus,Miscanthus x giganteus,Hallertau,48.63,11.77,80,FALSE,1989,1991,2,20000,3.87
2913,Miscanthus,Miscanthus x giganteus,Hallertau,48.63,11.77,80,FALSE,1989,1992,3,20000,16.2
2914,Miscanthus,Miscanthus x giganteus,Hallertau,48.63,11.77,80,FALSE,1989,1993,4,20000,20.43
2915,Miscanthus,Miscanthus x giganteus,Ampermoos,48.1,11.14,80,FALSE,1989,1990,1,20000,0.41
2916,Miscanthus,Miscanthus x giganteus,Ampermoos,48.1,11.14,80,FALSE,1989,1991,2,20000,8.99
2917,Miscanthus,Miscanthus x giganteus,Ampermoos,48.1,11.14,80,FALSE,1989,1992,3,20000,20.14
2918,Miscanthus,Miscanthus x giganteus,Ampermoos,48.1,11.14,80,FALSE,1989,1993,4,20000,20.88
2919,Miscanthus,Miscanthus x giganteus,Donauried,48.49,10.29,80,FALSE,1989,1990,1,20000,1.11
2920,Miscanthus,Miscanthus x giganteus,Donauried,48.49,10.29,80,FALSE,1989,1991,2,20000,11.39
2921,Miscanthus,Miscanthus x giganteus,Donauried,48.49,10.29,80,FALSE,1989,1992,3,20000,17.68
2922,Miscanthus,Miscanthus x giganteus,Donauried,48.49,10.29,80,FALSE,1989,1993,4,20000,23.42
2923,Miscanthus,Miscanthus x giganteus,Boitzenhagen,52.62,10.81,80,FALSE,1989,1990,1,20000,3.72
2924,Miscanthus,Miscanthus x giganteus,Boitzenhagen,52.62,10.81,80,FALSE,1989,1991,2,20000,13.69
2925,Miscanthus,Miscanthus x giganteus,Boitzenhagen,52.62,10.81,80,FALSE,1989,1992,3,20000,15.3
2926,Miscanthus,Miscanthus x giganteus,Boitzenhagen,52.62,10.81,80,FALSE,1989,1993,4,20000,23.89
3160,Miscanthus,Miscanthus sinensis,Ter Apel,53.38,9.75,0,FALSE,1988,1991,3,40000,21.8
